MachineID,Date,Failure,RepairType,DowntimeHours
M028,03/06/2025,N,Major,6.18
M012,05/01/2025,N,Minor,12.41
M098,2025-05-10,N,Minor,3.82
M012,2025-03-26,N,Major,10.4
M081,2025-04-03,N,Major,4.38
M018,2025-05-24,N,Major,2.63
M057,2025-05-25,Y,Minor,0.7
M077,2025-05-14,N,Major,1.47
M099,29/06/2025,N,Major,3.04
M097,2025-06-09,Y,Minor,3.29
M093,2025-03-26,N,Minor,3.45
